kudos_id,week_number,date,giver_id,giver_name,giver_dept,recipient_id,recipient_name,recipient_dept,category,message,giver_points,recipient_points,company
K001901,18,2026-05-05,1177,Christopher Kumar,Technology,1225,Yazid Patel,Sales,Customer Focus,"Always puts the customer first, even under pressure.",10,15,MM Group
K001902,19,2026-05-11,1177,Christopher Kumar,Technology,1325,Elaine Teh,Marketing,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K001903,19,2026-05-15,1177,Christopher Kumar,Technology,1042,Pamela Nair,Retail,Mentoring,Has been an incredible mentor to new joiners on the team.,10,15,MM Group
K001904,19,2026-05-14,1177,Christopher Kumar,Technology,1089,Ivan Ng,Retail,Leadership,Stepped up without being asked and made a real difference.,10,15,MM Group
K001905,21,2026-05-29,1177,Christopher Kumar,Technology,1275,Jason Bakar,Sales,Problem Solving,Found the root cause when everyone else was looking at symptoms.,10,15,MM Group
K001906,21,2026-05-26,1177,Christopher Kumar,Technology,1356,Nurul Hamid,Marketing,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K001907,22,2026-06-05,1177,Christopher Kumar,Technology,1008,Prakash Patel,Retail,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K001908,22,2026-06-05,1177,Christopher Kumar,Technology,1492,Shankar Chua,Corporate Affairs,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K001909,28,2026-07-13,1177,Christopher Kumar,Technology,1319,Farid Chua,Marketing,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K001910,29,2026-07-21,1177,Christopher Kumar,Technology,1065,Priya Raj,Retail,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K001911,32,2026-08-12,1177,Christopher Kumar,Technology,1125,Grace Soh,Technology,Leadership,Showed real leadership when it mattered most.,10,15,MM Group
K001912,32,2026-08-13,1177,Christopher Kumar,Technology,1097,Jason Patel,Retail,Leadership,Stepped up without being asked and made a real difference.,10,15,MM Group
K001913,32,2026-08-13,1177,Christopher Kumar,Technology,1310,Farid Ng,Marketing,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K001914,35,2026-08-31,1177,Christopher Kumar,Technology,1474,Cheryl Karim,Legal,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K001915,35,2026-09-01,1177,Christopher Kumar,Technology,1433,Prakash Ismail,Finance,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K001916,35,2026-09-04,1177,Christopher Kumar,Technology,1103,Ganesh Ismail,Retail,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K001917,45,2026-11-12,1177,Christopher Kumar,Technology,1173,Harish Chong,Technology,Innovation,Found a smarter way to do something we had been doing wrong for years.,10,15,MM Group
K001918,8,2026-02-23,1178,Jason Abdullah,Technology,1001,Pamela Abdullah,Retail,Going Above and Beyond,Did far more than was asked and never complained once.,10,15,MM Group
K001919,11,2026-03-17,1178,Jason Abdullah,Technology,1423,Rina Menon,Finance,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K001920,13,2026-03-30,1178,Jason Abdullah,Technology,1136,Daniel Hamid,Technology,Mentoring,Has been an incredible mentor to new joiners on the team.,10,15,MM Group
K001921,13,2026-03-31,1178,Jason Abdullah,Technology,1451,Rina Patel,HR,Teamwork,Made the whole project easier with great collaboration.,10,15,MM Group
K001922,13,2026-03-31,1178,Jason Abdullah,Technology,1287,Grace Tan,Sales,Customer Focus,Went the extra mile for the client and it showed.,10,15,MM Group
K001923,15,2026-04-14,1178,Jason Abdullah,Technology,1139,Nurul Chan,Technology,Leadership,Stepped up without being asked and made a real difference.,10,15,MM Group
K001924,15,2026-04-16,1178,Jason Abdullah,Technology,1121,Linda Lee,Technology,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K001925,15,2026-04-17,1178,Jason Abdullah,Technology,1017,Wendy Yusof,Retail,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K001926,17,2026-05-01,1178,Jason Abdullah,Technology,1319,Farid Chua,Marketing,Customer Focus,"Always puts the customer first, even under pressure.",10,15,MM Group
K001927,17,2026-04-27,1178,Jason Abdullah,Technology,1087,Kevin Ibrahim,Retail,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K001928,17,2026-04-27,1178,Jason Abdullah,Technology,1020,Lily Lim,Retail,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K001929,18,2026-05-08,1178,Jason Abdullah,Technology,1497,Shirley Yap,Corporate Affairs,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K001930,18,2026-05-07,1178,Jason Abdullah,Technology,1250,Vivian Malik,Sales,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K001931,23,2026-06-11,1178,Jason Abdullah,Technology,1344,Ganesh Patel,Marketing,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K001932,23,2026-06-09,1178,Jason Abdullah,Technology,1432,Grace Ibrahim,Finance,Problem Solving,Found the root cause when everyone else was looking at symptoms.,10,15,MM Group
K001933,24,2026-06-16,1178,Jason Abdullah,Technology,1025,Mohamed Chong,Retail,Going Above and Beyond,Did far more than was asked and never complained once.,10,15,MM Group
K001934,25,2026-06-23,1178,Jason Abdullah,Technology,1439,Pamela Wong,Finance,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K001935,25,2026-06-24,1178,Jason Abdullah,Technology,1468,Elaine Aziz,Legal,Customer Focus,Outstanding customer handling — the feedback was glowing.,10,15,MM Group
K001936,25,2026-06-25,1178,Jason Abdullah,Technology,1380,Ridzwan Tan,Enterprise,Customer Focus,Went the extra mile for the client and it showed.,10,15,MM Group
K001937,26,2026-07-01,1178,Jason Abdullah,Technology,1397,Siti Ng,Enterprise,Leadership,Stepped up without being asked and made a real difference.,10,15,MM Group
K001938,26,2026-06-30,1178,Jason Abdullah,Technology,1006,Wei Rahman,Retail,Mentoring,"Patient, generous with knowledge, and always makes time to help.",10,15,MM Group
K001939,32,2026-08-14,1178,Jason Abdullah,Technology,1139,Nurul Chan,Technology,Going Above and Beyond,Did far more than was asked and never complained once.,10,15,MM Group
K001940,32,2026-08-12,1178,Jason Abdullah,Technology,1113,Prakash Yusof,Retail,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K001941,32,2026-08-10,1178,Jason Abdullah,Technology,1382,Joanne Rashid,Enterprise,Customer Focus,Outstanding customer handling — the feedback was glowing.,10,15,MM Group
K001942,34,2026-08-27,1178,Jason Abdullah,Technology,1223,Diana Ali,Sales,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K001943,36,2026-09-08,1178,Jason Abdullah,Technology,1102,Kavya Abdullah,Retail,Mentoring,Has been an incredible mentor to new joiners on the team.,10,15,MM Group
K001944,36,2026-09-09,1178,Jason Abdullah,Technology,1430,Siti Tan,Finance,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K001945,42,2026-10-20,1178,Jason Abdullah,Technology,1403,Ganesh Lim,Enterprise,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K001946,46,2026-11-18,1178,Jason Abdullah,Technology,1106,Sarah Ong,Retail,Customer Focus,"Always puts the customer first, even under pressure.",10,15,MM Group
K001947,46,2026-11-17,1178,Jason Abdullah,Technology,1271,Vivian Bakar,Sales,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K001948,46,2026-11-17,1178,Jason Abdullah,Technology,1140,Elaine Lim,Technology,Leadership,Stepped up without being asked and made a real difference.,10,15,MM Group
K001949,50,2026-12-16,1178,Jason Abdullah,Technology,1038,Wei Kumar,Retail,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K001950,50,2026-12-15,1178,Jason Abdullah,Technology,1325,Elaine Teh,Marketing,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K001951,5,2026-02-02,1179,Yazid Tan,Technology,1055,Rajesh Ali,Retail,Leadership,Showed real leadership when it mattered most.,10,15,MM Group
K001952,5,2026-02-04,1179,Yazid Tan,Technology,1248,Ridzwan Teh,Sales,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K001953,7,2026-02-20,1179,Yazid Tan,Technology,1120,Terry Singh,Technology,Customer Focus,"Always puts the customer first, even under pressure.",10,15,MM Group
K001954,7,2026-02-16,1179,Yazid Tan,Technology,1013,Hafiz Menon,Retail,Customer Focus,"Always puts the customer first, even under pressure.",10,15,MM Group
K001955,12,2026-03-27,1179,Yazid Tan,Technology,1422,Ridzwan Ibrahim,Finance,Problem Solving,Found the root cause when everyone else was looking at symptoms.,10,15,MM Group
K001956,17,2026-04-28,1179,Yazid Tan,Technology,1339,Elaine Hassan,Marketing,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K001957,17,2026-04-30,1179,Yazid Tan,Technology,1143,Amelia Malik,Technology,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K001958,30,2026-07-30,1179,Yazid Tan,Technology,1488,Grace Chan,Corporate Affairs,Leadership,Showed real leadership when it mattered most.,10,15,MM Group
K001959,30,2026-07-31,1179,Yazid Tan,Technology,1357,Shankar Koh,Marketing,Going Above and Beyond,Did far more than was asked and never complained once.,10,15,MM Group
K001960,30,2026-07-31,1179,Yazid Tan,Technology,1499,Kevin Abdullah,Corporate Affairs,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K001961,40,2026-10-06,1179,Yazid Tan,Technology,1251,Pamela Menon,Sales,Problem Solving,Found the root cause when everyone else was looking at symptoms.,10,15,MM Group
K001962,46,2026-11-16,1179,Yazid Tan,Technology,1066,Harish Yusof,Retail,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K001963,46,2026-11-18,1179,Yazid Tan,Technology,1485,Shirley Karim,Corporate Affairs,Going Above and Beyond,Did far more than was asked and never complained once.,10,15,MM Group
K001964,3,2026-01-19,1180,Prakash Yap,Technology,1232,Hafiz Hamid,Sales,Customer Focus,Went the extra mile for the client and it showed.,10,15,MM Group
K001965,3,2026-01-19,1180,Prakash Yap,Technology,1074,Terry Nair,Retail,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K001966,9,2026-03-02,1180,Prakash Yap,Technology,1326,Rajesh Lim,Marketing,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K001967,18,2026-05-04,1180,Prakash Yap,Technology,1426,Sarah Malik,Finance,Leadership,Showed real leadership when it mattered most.,10,15,MM Group
K001968,18,2026-05-07,1180,Prakash Yap,Technology,1285,Lily Teh,Sales,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K001969,29,2026-07-23,1180,Prakash Yap,Technology,1407,Kavya Ng,Enterprise,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K001970,29,2026-07-22,1180,Prakash Yap,Technology,1165,Yazid Teh,Technology,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K001971,29,2026-07-22,1180,Prakash Yap,Technology,1043,Natasha Chong,Retail,Leadership,Showed real leadership when it mattered most.,10,15,MM Group
K001972,34,2026-08-24,1180,Prakash Yap,Technology,1401,Farid Hassan,Enterprise,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K001973,41,2026-10-14,1180,Prakash Yap,Technology,1003,Zara Ali,Retail,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K001974,42,2026-10-22,1180,Prakash Yap,Technology,1305,Ganesh Ng,Marketing,Customer Focus,Outstanding customer handling — the feedback was glowing.,10,15,MM Group
K001975,42,2026-10-20,1180,Prakash Yap,Technology,1204,Natasha Ali,Technology,Customer Focus,"Always puts the customer first, even under pressure.",10,15,MM Group
K001976,42,2026-10-20,1180,Prakash Yap,Technology,1263,Lily Chong,Sales,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K001977,2,2026-01-15,1181,Fatimah Yusof,Technology,1411,James Menon,Enterprise,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K001978,2,2026-01-15,1181,Fatimah Yusof,Technology,1016,Farid Ibrahim,Retail,Mentoring,Has been an incredible mentor to new joiners on the team.,10,15,MM Group
K001979,2,2026-01-16,1181,Fatimah Yusof,Technology,1121,Linda Lee,Technology,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K001980,3,2026-01-19,1181,Fatimah Yusof,Technology,1222,Yazid Ibrahim,Sales,Mentoring,"Patient, generous with knowledge, and always makes time to help.",10,15,MM Group
K001981,9,2026-03-02,1181,Fatimah Yusof,Technology,1302,Aisha Hamid,Marketing,Customer Focus,"Always puts the customer first, even under pressure.",10,15,MM Group
K001982,9,2026-03-03,1181,Fatimah Yusof,Technology,1298,Hassan Bakar,Sales,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K001983,13,2026-04-03,1181,Fatimah Yusof,Technology,1199,Joanne Soh,Technology,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K001984,13,2026-04-02,1181,Fatimah Yusof,Technology,1022,Wei Wong,Retail,Leadership,Stepped up without being asked and made a real difference.,10,15,MM Group
K001985,13,2026-03-31,1181,Fatimah Yusof,Technology,1312,Prakash Singh,Marketing,Leadership,Showed real leadership when it mattered most.,10,15,MM Group
K001986,14,2026-04-08,1181,Fatimah Yusof,Technology,1172,Joanne Singh,Technology,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K001987,14,2026-04-08,1181,Fatimah Yusof,Technology,1451,Rina Patel,HR,Innovation,Found a smarter way to do something we had been doing wrong for years.,10,15,MM Group
K001988,18,2026-05-07,1181,Fatimah Yusof,Technology,1487,Natasha Chua,Corporate Affairs,Teamwork,Made the whole project easier with great collaboration.,10,15,MM Group
K001989,18,2026-05-05,1181,Fatimah Yusof,Technology,1012,Ganesh Yap,Retail,Customer Focus,Outstanding customer handling — the feedback was glowing.,10,15,MM Group
K001990,18,2026-05-04,1181,Fatimah Yusof,Technology,1136,Daniel Hamid,Technology,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K001991,24,2026-06-17,1181,Fatimah Yusof,Technology,1127,Terry Lee,Technology,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K001992,44,2026-11-05,1181,Fatimah Yusof,Technology,1055,Rajesh Ali,Retail,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K001993,44,2026-11-05,1181,Fatimah Yusof,Technology,1154,Priya Teh,Technology,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K001994,44,2026-11-02,1181,Fatimah Yusof,Technology,1353,Eugene Raj,Marketing,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K001995,1,2026-01-05,1182,Mohamed Rahman,Technology,1225,Yazid Patel,Sales,Teamwork,Made the whole project easier with great collaboration.,10,15,MM Group
K001996,1,2026-01-07,1182,Mohamed Rahman,Technology,1079,Fatimah Soh,Retail,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K001997,5,2026-02-04,1182,Mohamed Rahman,Technology,1026,Amelia Ismail,Retail,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K001998,5,2026-02-02,1182,Mohamed Rahman,Technology,1311,Joanne Menon,Marketing,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K001999,11,2026-03-19,1182,Mohamed Rahman,Technology,1381,Siti Ooi,Enterprise,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K002000,11,2026-03-19,1182,Mohamed Rahman,Technology,1470,Hafiz Chan,Legal,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K002001,11,2026-03-20,1182,Mohamed Rahman,Technology,1003,Zara Ali,Retail,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K002002,13,2026-03-31,1182,Mohamed Rahman,Technology,1174,Rajesh Menon,Technology,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K002003,13,2026-03-31,1182,Mohamed Rahman,Technology,1158,Vivian Ismail,Technology,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K002004,17,2026-05-01,1182,Mohamed Rahman,Technology,1034,Amelia Malik,Retail,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K002005,17,2026-04-30,1182,Mohamed Rahman,Technology,1371,Wendy Malik,Enterprise,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K002006,30,2026-07-29,1182,Mohamed Rahman,Technology,1491,Christopher Yusof,Corporate Affairs,Innovation,Found a smarter way to do something we had been doing wrong for years.,10,15,MM Group
K002007,30,2026-07-29,1182,Mohamed Rahman,Technology,1460,Hafiz Ong,HR,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K002008,45,2026-11-09,1182,Mohamed Rahman,Technology,1496,Shirley Ismail,Corporate Affairs,Leadership,Stepped up without being asked and made a real difference.,10,15,MM Group
K002009,7,2026-02-18,1183,Christopher Hassan,Technology,1352,Elaine Nair,Marketing,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K002010,10,2026-03-09,1183,Christopher Hassan,Technology,1081,Suresh Ong,Retail,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
K002011,10,2026-03-11,1183,Christopher Hassan,Technology,1490,Azlan Rahman,Corporate Affairs,Customer Focus,"Always puts the customer first, even under pressure.",10,15,MM Group
K002012,10,2026-03-13,1183,Christopher Hassan,Technology,1083,Vivian Yusof,Retail,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K002013,16,2026-04-20,1183,Christopher Hassan,Technology,1247,Azlan Ong,Sales,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K002014,16,2026-04-21,1183,Christopher Hassan,Technology,1131,Rajesh Soh,Technology,Customer Focus,Went the extra mile for the client and it showed.,10,15,MM Group
K002015,17,2026-05-01,1183,Christopher Hassan,Technology,1018,Michelle Nair,Retail,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
K002016,17,2026-04-28,1183,Christopher Hassan,Technology,1175,Rina Yusof,Technology,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K002017,17,2026-04-27,1183,Christopher Hassan,Technology,1463,Hafiz Goh,HR,Going Above and Beyond,Did far more than was asked and never complained once.,10,15,MM Group
K002018,26,2026-07-03,1183,Christopher Hassan,Technology,1149,Wendy Ali,Technology,Innovation,Incredible creative thinking on a tough problem this week.,10,15,MM Group
K002019,26,2026-06-30,1183,Christopher Hassan,Technology,1230,Hafiz Chan,Sales,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K002020,28,2026-07-13,1183,Christopher Hassan,Technology,1299,Natasha Ibrahim,Sales,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K002021,31,2026-08-07,1183,Christopher Hassan,Technology,1326,Rajesh Lim,Marketing,Customer Focus,Went the extra mile for the client and it showed.,10,15,MM Group
K002022,31,2026-08-03,1183,Christopher Hassan,Technology,1075,Daniel Koh,Retail,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K002023,32,2026-08-13,1183,Christopher Hassan,Technology,1431,Ahmad Koh,Finance,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K002024,34,2026-08-24,1183,Christopher Hassan,Technology,1123,Joanne Lee,Technology,Leadership,Stepped up without being asked and made a real difference.,10,15,MM Group
K002025,34,2026-08-24,1183,Christopher Hassan,Technology,1417,Eugene Kumar,Enterprise,Mentoring,"Patient, generous with knowledge, and always makes time to help.",10,15,MM Group
K002026,40,2026-10-05,1183,Christopher Hassan,Technology,1464,Eugene Menon,HR,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K002027,40,2026-10-07,1183,Christopher Hassan,Technology,1339,Elaine Hassan,Marketing,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K002028,45,2026-11-12,1183,Christopher Hassan,Technology,1222,Yazid Ibrahim,Sales,Mentoring,Has been an incredible mentor to new joiners on the team.,10,15,MM Group
K002029,46,2026-11-18,1183,Christopher Hassan,Technology,1410,Farid Rashid,Enterprise,Mentoring,"Patient, generous with knowledge, and always makes time to help.",10,15,MM Group
K002030,7,2026-02-16,1184,Yazid Aziz,Technology,1397,Siti Ng,Enterprise,Leadership,Stepped up without being asked and made a real difference.,10,15,MM Group
K002031,7,2026-02-17,1184,Yazid Aziz,Technology,1259,Pamela Chua,Sales,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K002032,14,2026-04-10,1184,Yazid Aziz,Technology,1136,Daniel Hamid,Technology,Problem Solving,Found the root cause when everyone else was looking at symptoms.,10,15,MM Group
K002033,14,2026-04-06,1184,Yazid Aziz,Technology,1239,Diana Hassan,Sales,Problem Solving,Found the root cause when everyone else was looking at symptoms.,10,15,MM Group
K002034,14,2026-04-06,1184,Yazid Aziz,Technology,1208,Rina Chong,Technology,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K002035,18,2026-05-07,1184,Yazid Aziz,Technology,1433,Prakash Ismail,Finance,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K002036,26,2026-06-30,1184,Yazid Aziz,Technology,1487,Natasha Chua,Corporate Affairs,Integrity,Always does the right thing even when no one is watching.,10,15,MM Group
K002037,26,2026-07-01,1184,Yazid Aziz,Technology,1290,Suresh Abdullah,Sales,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K002038,27,2026-07-06,1184,Yazid Aziz,Technology,1279,Eugene Ali,Sales,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K002039,37,2026-09-14,1184,Yazid Aziz,Technology,1087,Kevin Ibrahim,Retail,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K002040,37,2026-09-18,1184,Yazid Aziz,Technology,1203,Harish Kumar,Technology,Customer Focus,Outstanding customer handling — the feedback was glowing.,10,15,MM Group
K002041,39,2026-09-28,1184,Yazid Aziz,Technology,1357,Shankar Koh,Marketing,Integrity,Handled a difficult situation with complete professionalism.,10,15,MM Group
K002042,40,2026-10-09,1184,Yazid Aziz,Technology,1497,Shirley Yap,Corporate Affairs,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K002043,40,2026-10-07,1184,Yazid Aziz,Technology,1441,Mei Malik,Finance,Leadership,Stepped up without being asked and made a real difference.,10,15,MM Group
K002044,40,2026-10-06,1184,Yazid Aziz,Technology,1267,Yazid Karim,Sales,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K002045,42,2026-10-19,1184,Yazid Aziz,Technology,1451,Rina Patel,HR,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K002046,45,2026-11-11,1184,Yazid Aziz,Technology,1047,Yazid Chong,Retail,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K002047,45,2026-11-13,1184,Yazid Aziz,Technology,1367,Hassan Hamid,Marketing,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K002048,45,2026-11-11,1184,Yazid Aziz,Technology,1117,Vivian Ibrahim,Retail,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K002049,8,2026-02-26,1185,Vivian Lee,Technology,1444,Nadia Bakar,Finance,Mentoring,Has been an incredible mentor to new joiners on the team.,10,15,MM Group
K002050,15,2026-04-17,1185,Vivian Lee,Technology,1169,Grace Aziz,Technology,Innovation,Found a smarter way to do something we had been doing wrong for years.,10,15,MM Group
K002051,35,2026-09-03,1185,Vivian Lee,Technology,1478,Ridzwan Teh,Legal,Leadership,Showed real leadership when it mattered most.,10,15,MM Group
K002052,45,2026-11-09,1185,Vivian Lee,Technology,1179,Yazid Tan,Technology,Leadership,Stepped up without being asked and made a real difference.,10,15,MM Group
K002053,45,2026-11-10,1185,Vivian Lee,Technology,1347,Azlan Wong,Marketing,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K002054,51,2026-12-24,1185,Vivian Lee,Technology,1451,Rina Patel,HR,Integrity,Transparent and honest throughout a tricky project.,10,15,MM Group
K002055,51,2026-12-23,1185,Vivian Lee,Technology,1419,Wendy Goh,Enterprise,Problem Solving,Found the root cause when everyone else was looking at symptoms.,10,15,MM Group
K002056,51,2026-12-22,1185,Vivian Lee,Technology,1473,Harish Tan,Legal,Leadership,Showed real leadership when it mattered most.,10,15,MM Group
K002057,7,2026-02-16,1186,Vivian Soh,Technology,1416,Aisha Nair,Enterprise,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K002058,12,2026-03-27,1186,Vivian Soh,Technology,1297,Sarah Chong,Sales,Going Above and Beyond,Stayed late to make sure the deadline was met — thank you.,10,15,MM Group
K002059,12,2026-03-25,1186,Vivian Soh,Technology,1225,Yazid Patel,Sales,Innovation,Found a smarter way to do something we had been doing wrong for years.,10,15,MM Group
K002060,12,2026-03-24,1186,Vivian Soh,Technology,1018,Michelle Nair,Retail,Innovation,Brought a fresh perspective that completely changed our approach.,10,15,MM Group
K002061,16,2026-04-24,1186,Vivian Soh,Technology,1066,Harish Yusof,Retail,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K002062,16,2026-04-23,1186,Vivian Soh,Technology,1154,Priya Teh,Technology,Teamwork,Always steps up to support the team — true team player.,10,15,MM Group
K002063,16,2026-04-22,1186,Vivian Soh,Technology,1423,Rina Menon,Finance,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K002064,24,2026-06-18,1186,Vivian Soh,Technology,1302,Aisha Hamid,Marketing,Problem Solving,Found the root cause when everyone else was looking at symptoms.,10,15,MM Group
K002065,25,2026-06-22,1186,Vivian Soh,Technology,1454,Hafiz Menon,HR,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K002066,26,2026-07-02,1186,Vivian Soh,Technology,1295,Eugene Wong,Sales,Customer Focus,Outstanding customer handling — the feedback was glowing.,10,15,MM Group
K002067,26,2026-07-02,1186,Vivian Soh,Technology,1329,Sarah Aziz,Marketing,Mentoring,"Patient, generous with knowledge, and always makes time to help.",10,15,MM Group
K002068,27,2026-07-10,1186,Vivian Soh,Technology,1139,Nurul Chan,Technology,Problem Solving,Quick thinking under pressure saved the day.,10,15,MM Group
K002069,27,2026-07-09,1186,Vivian Soh,Technology,1106,Sarah Ong,Retail,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K002070,28,2026-07-14,1186,Vivian Soh,Technology,1458,Wei Yap,HR,Mentoring,The team learns so much just by working alongside them.,10,15,MM Group
K002071,28,2026-07-17,1186,Vivian Soh,Technology,1037,Azlan Chan,Retail,Leadership,Showed real leadership when it mattered most.,10,15,MM Group
K002072,28,2026-07-13,1186,Vivian Soh,Technology,1402,Wendy Goh,Enterprise,Teamwork,Goes out of their way to help colleagues succeed.,10,15,MM Group
K002073,44,2026-11-06,1186,Vivian Soh,Technology,1187,Nelson Ong,Technology,Going Above and Beyond,Exceptional effort this week — the results speak for themselves.,10,15,MM Group
K002074,3,2026-01-20,1187,Nelson Ong,Technology,1191,Cheryl Ismail,Technology,Problem Solving,Solved a problem that had been blocking the team for weeks.,10,15,MM Group
K002075,3,2026-01-20,1187,Nelson Ong,Technology,1215,Nadia Teh,Technology,Leadership,Kept the team focused and motivated during a challenging week.,10,15,MM Group
K002076,3,2026-01-19,1187,Nelson Ong,Technology,1338,Mei Aziz,Marketing,Leadership,Stepped up without being asked and made a real difference.,10,15,MM Group
K002077,6,2026-02-12,1187,Nelson Ong,Technology,1497,Shirley Yap,Corporate Affairs,Going Above and Beyond,Did far more than was asked and never complained once.,10,15,MM Group
